,t1_p,t1ce_p,t2_p,flair_p,seg_p
34,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AMH_1/Brats18_CBICA_AMH_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AMH_1/Brats18_CBICA_AMH_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AMH_1/Brats18_CBICA_AMH_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AMH_1/Brats18_CBICA_AMH_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AMH_1/Brats18_CBICA_AMH_1_seg.nii.gz
35,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANG_1/Brats18_CBICA_ANG_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANG_1/Brats18_CBICA_ANG_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANG_1/Brats18_CBICA_ANG_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANG_1/Brats18_CBICA_ANG_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANG_1/Brats18_CBICA_ANG_1_seg.nii.gz
36,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANI_1/Brats18_CBICA_ANI_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANI_1/Brats18_CBICA_ANI_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANI_1/Brats18_CBICA_ANI_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANI_1/Brats18_CBICA_ANI_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANI_1/Brats18_CBICA_ANI_1_seg.nii.gz
37,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANP_1/Brats18_CBICA_ANP_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANP_1/Brats18_CBICA_ANP_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANP_1/Brats18_CBICA_ANP_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANP_1/Brats18_CBICA_ANP_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANP_1/Brats18_CBICA_ANP_1_seg.nii.gz
38,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANZ_1/Brats18_CBICA_ANZ_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANZ_1/Brats18_CBICA_ANZ_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANZ_1/Brats18_CBICA_ANZ_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANZ_1/Brats18_CBICA_ANZ_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ANZ_1/Brats18_CBICA_ANZ_1_seg.nii.gz
39,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOD_1/Brats18_CBICA_AOD_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOD_1/Brats18_CBICA_AOD_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOD_1/Brats18_CBICA_AOD_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOD_1/Brats18_CBICA_AOD_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOD_1/Brats18_CBICA_AOD_1_seg.nii.gz
40,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOH_1/Brats18_CBICA_AOH_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOH_1/Brats18_CBICA_AOH_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOH_1/Brats18_CBICA_AOH_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOH_1/Brats18_CBICA_AOH_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOH_1/Brats18_CBICA_AOH_1_seg.nii.gz
41,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOO_1/Brats18_CBICA_AOO_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOO_1/Brats18_CBICA_AOO_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOO_1/Brats18_CBICA_AOO_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOO_1/Brats18_CBICA_AOO_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOO_1/Brats18_CBICA_AOO_1_seg.nii.gz
42,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOP_1/Brats18_CBICA_AOP_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOP_1/Brats18_CBICA_AOP_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOP_1/Brats18_CBICA_AOP_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOP_1/Brats18_CBICA_AOP_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOP_1/Brats18_CBICA_AOP_1_seg.nii.gz
43,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOZ_1/Brats18_CBICA_AOZ_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOZ_1/Brats18_CBICA_AOZ_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOZ_1/Brats18_CBICA_AOZ_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOZ_1/Brats18_CBICA_AOZ_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AOZ_1/Brats18_CBICA_AOZ_1_seg.nii.gz
44,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APR_1/Brats18_CBICA_APR_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APR_1/Brats18_CBICA_APR_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APR_1/Brats18_CBICA_APR_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APR_1/Brats18_CBICA_APR_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APR_1/Brats18_CBICA_APR_1_seg.nii.gz
45,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APY_1/Brats18_CBICA_APY_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APY_1/Brats18_CBICA_APY_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APY_1/Brats18_CBICA_APY_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APY_1/Brats18_CBICA_APY_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APY_1/Brats18_CBICA_APY_1_seg.nii.gz
46,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APZ_1/Brats18_CBICA_APZ_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APZ_1/Brats18_CBICA_APZ_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APZ_1/Brats18_CBICA_APZ_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APZ_1/Brats18_CBICA_APZ_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_APZ_1/Brats18_CBICA_APZ_1_seg.nii.gz
47,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQA_1/Brats18_CBICA_AQA_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQA_1/Brats18_CBICA_AQA_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQA_1/Brats18_CBICA_AQA_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQA_1/Brats18_CBICA_AQA_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQA_1/Brats18_CBICA_AQA_1_seg.nii.gz
48,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQD_1/Brats18_CBICA_AQD_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQD_1/Brats18_CBICA_AQD_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQD_1/Brats18_CBICA_AQD_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQD_1/Brats18_CBICA_AQD_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQD_1/Brats18_CBICA_AQD_1_seg.nii.gz
49,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQG_1/Brats18_CBICA_AQG_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQG_1/Brats18_CBICA_AQG_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQG_1/Brats18_CBICA_AQG_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQG_1/Brats18_CBICA_AQG_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQG_1/Brats18_CBICA_AQG_1_seg.nii.gz
50,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQJ_1/Brats18_CBICA_AQJ_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQJ_1/Brats18_CBICA_AQJ_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQJ_1/Brats18_CBICA_AQJ_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQJ_1/Brats18_CBICA_AQJ_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQJ_1/Brats18_CBICA_AQJ_1_seg.nii.gz
51,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQN_1/Brats18_CBICA_AQN_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQN_1/Brats18_CBICA_AQN_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQN_1/Brats18_CBICA_AQN_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQN_1/Brats18_CBICA_AQN_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQN_1/Brats18_CBICA_AQN_1_seg.nii.gz
52,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQO_1/Brats18_CBICA_AQO_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQO_1/Brats18_CBICA_AQO_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQO_1/Brats18_CBICA_AQO_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQO_1/Brats18_CBICA_AQO_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQO_1/Brats18_CBICA_AQO_1_seg.nii.gz
53,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQP_1/Brats18_CBICA_AQP_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQP_1/Brats18_CBICA_AQP_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQP_1/Brats18_CBICA_AQP_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQP_1/Brats18_CBICA_AQP_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQP_1/Brats18_CBICA_AQP_1_seg.nii.gz
54,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQQ_1/Brats18_CBICA_AQQ_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQQ_1/Brats18_CBICA_AQQ_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQQ_1/Brats18_CBICA_AQQ_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQQ_1/Brats18_CBICA_AQQ_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQQ_1/Brats18_CBICA_AQQ_1_seg.nii.gz
55,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQR_1/Brats18_CBICA_AQR_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQR_1/Brats18_CBICA_AQR_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQR_1/Brats18_CBICA_AQR_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQR_1/Brats18_CBICA_AQR_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQR_1/Brats18_CBICA_AQR_1_seg.nii.gz
56,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQT_1/Brats18_CBICA_AQT_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQT_1/Brats18_CBICA_AQT_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQT_1/Brats18_CBICA_AQT_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQT_1/Brats18_CBICA_AQT_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQT_1/Brats18_CBICA_AQT_1_seg.nii.gz
57,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQU_1/Brats18_CBICA_AQU_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQU_1/Brats18_CBICA_AQU_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQU_1/Brats18_CBICA_AQU_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQU_1/Brats18_CBICA_AQU_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQU_1/Brats18_CBICA_AQU_1_seg.nii.gz
58,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQV_1/Brats18_CBICA_AQV_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQV_1/Brats18_CBICA_AQV_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQV_1/Brats18_CBICA_AQV_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQV_1/Brats18_CBICA_AQV_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQV_1/Brats18_CBICA_AQV_1_seg.nii.gz
59,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQY_1/Brats18_CBICA_AQY_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQY_1/Brats18_CBICA_AQY_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQY_1/Brats18_CBICA_AQY_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQY_1/Brats18_CBICA_AQY_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQY_1/Brats18_CBICA_AQY_1_seg.nii.gz
60,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQZ_1/Brats18_CBICA_AQZ_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQZ_1/Brats18_CBICA_AQZ_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQZ_1/Brats18_CBICA_AQZ_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQZ_1/Brats18_CBICA_AQZ_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_AQZ_1/Brats18_CBICA_AQZ_1_seg.nii.gz
61,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARF_1/Brats18_CBICA_ARF_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARF_1/Brats18_CBICA_ARF_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARF_1/Brats18_CBICA_ARF_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARF_1/Brats18_CBICA_ARF_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARF_1/Brats18_CBICA_ARF_1_seg.nii.gz
62,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARW_1/Brats18_CBICA_ARW_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARW_1/Brats18_CBICA_ARW_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARW_1/Brats18_CBICA_ARW_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARW_1/Brats18_CBICA_ARW_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARW_1/Brats18_CBICA_ARW_1_seg.nii.gz
63,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARZ_1/Brats18_CBICA_ARZ_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARZ_1/Brats18_CBICA_ARZ_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARZ_1/Brats18_CBICA_ARZ_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARZ_1/Brats18_CBICA_ARZ_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ARZ_1/Brats18_CBICA_ARZ_1_seg.nii.gz
64,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASA_1/Brats18_CBICA_ASA_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASA_1/Brats18_CBICA_ASA_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASA_1/Brats18_CBICA_ASA_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASA_1/Brats18_CBICA_ASA_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASA_1/Brats18_CBICA_ASA_1_seg.nii.gz
65,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASE_1/Brats18_CBICA_ASE_1_t1.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASE_1/Brats18_CBICA_ASE_1_t1ce.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASE_1/Brats18_CBICA_ASE_1_t2.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASE_1/Brats18_CBICA_ASE_1_flair.nii.gz,/mnt/e//Image Processing/Brats Project/MICCAI_BraTS_2018_Data_Training/HGG/Brats18_CBICA_ASE_1/Brats18_CBICA_ASE_1_seg.nii.gz
